5.861165345953677885e+00,4.496457097197737340e+00,2.309241502309127725e+00,5.009859119762102964e+00,6.922040929344073668e+00,class-1
3.618154232244985558e+00,2.136623467895501172e+00,4.125630154781180003e+00,1.761569220991699103e+00,7.479899673966649232e+00,class-1
2.691703832917616612e+00,3.902567800625039496e+00,3.868215236233908172e+00,3.612316316921514670e+00,7.522939857222027626e+00,class-1
5.352605657806226880e+00,3.563233123813786651e+00,3.908147773237099720e+00,2.305792031776523032e+00,6.376921543594861852e+00,class-1
5.376607293376569174e+00,4.311504532426478242e+00,4.453996977041161820e+00,4.032702610991394820e+00,8.068314999799675036e+00,class-1
4.944513649510389186e+00,5.618208182291709818e+00,2.453076207611040171e+00,3.509191346514302534e+00,7.289694867554466384e+00,class-1
6.692594964862428775e+00,4.029950365820154978e+00,5.242733104812816514e+00,2.443231780821840893e+00,5.991820597073790999e+00,class-1
4.514476143321536128e+00,5.167023122938765312e+00,4.877910949966174137e+00,1.658462629491985973e+00,5.236264804657223770e+00,class-1
7.303657436819246840e+00,5.151304916653663746e+00,4.833548288629504697e+00,4.397760185148873013e+00,5.864888008167199018e+00,class-1
5.831709406560287690e+00,4.750134934559203437e+00,3.641766161829879334e+00,4.338781594052923296e+00,8.314674533739525586e+00,class-1
6.573367015294676818e+00,3.388162254978194454e+00,5.229088517959818105e+00,3.552102322616354169e+00,5.971085884421346357e+00,class-1
6.318699823808136884e+00,6.336110218364595426e+00,3.058429331883150137e+00,1.775384092210803733e+00,6.076307926430487782e+00,class-1
5.116530682417902653e+00,4.848784311796768165e+00,3.589041291589049720e+00,3.729040033143429689e+00,7.202458377487283236e+00,class-1
4.797399862321198860e+00,4.402530888589152980e+00,2.036525382825166375e+00,2.563215001994060049e+00,7.725267522568163514e+00,class-1
3.875438220220000396e+00,3.914324896176964330e+00,4.991696206573554839e+00,1.580671828714234062e+00,5.734227336752848458e+00,class-1
4.056334251924483603e+00,4.855653917167426670e+00,2.640821389927308083e+00,2.937440042234525261e+00,7.322048813656160782e+00,class-1
5.868766588044702637e+00,4.627522800393053082e+00,3.770434223358851700e+00,4.056588482668982643e+00,7.892212033255483483e+00,class-1
4.345217239408786014e+00,3.809062120655911432e+00,4.096371961383025173e+00,3.064798696658620258e+00,6.914922020141962555e+00,class-1
4.925753372139496378e+00,2.767048461726066222e+00,3.993177028212266944e+00,3.064179185341360689e+00,7.460896584078333227e+00,class-1
3.609533881539582545e+00,5.047967296935359727e+00,5.548545476102271223e+00,1.239917463942257880e+00,8.013361795799006870e+00,class-1
2.880609058613388562e+00,1.568846398068110437e+00,9.520861789906195582e+00,6.429609770512816347e+00,3.230250296326825588e+00,class-2
3.538041110796547706e+00,3.317845926760133235e+00,9.771076566033535471e+00,1.043600293098188203e+01,3.762549876864353493e+00,class-2
3.466287033827829767e+00,2.061184455596502652e+00,8.876498067831590788e+00,6.996459968288011311e+00,3.990063791518076552e+00,class-2
2.490861292774661173e+00,5.105572898341330657e-01,9.201628660347562771e+00,1.012651557699075511e+01,4.325185582236302118e+00,class-2
4.155986253740901581e+00,2.556899623490723972e+00,8.584604529972201803e+00,8.427397255410062016e+00,1.838763485284468979e+00,class-2
2.870348868603904258e+00,1.035877050434418134e+00,8.922020625872022492e+00,6.748022935261584365e+00,8.063953522066897861e-01,class-2
4.223377019413725897e+00,2.018659092262486521e+00,8.840527923446318326e+00,7.560124052405298833e+00,1.486055386711760073e+00,class-2
3.707025652534188698e+00,2.125090395070424520e+00,1.059009919586023152e+01,7.736378117977736224e+00,2.870833880662053694e+00,class-2
2.602008868896526383e+00,5.307583143296525918e+00,7.544248000111144492e+00,8.600474293797605085e+00,2.853975620556972181e+00,class-2
2.707190041306935857e+00,2.735424850026352495e+00,9.509601867348493442e+00,7.493889141713446556e+00,3.189451427589764965e+00,class-2
2.515050439376872671e+00,1.029519315905349952e+00,8.779022115749672395e+00,7.129132550633648258e+00,2.192399857117876660e+00,class-2
3.276662966347959838e+00,2.536624962264646399e-01,8.582509130733074088e+00,6.620523743625382096e+00,3.123117974134009156e+00,class-2
3.653345375204965606e+00,2.777834510157010328e+00,9.459466480797608767e+00,8.391852312991799678e+00,3.902968474671570043e+00,class-2
4.300658286376519257e+00,2.982429712961418566e+00,8.609578197598864335e+00,6.203482507263476720e+00,2.591043925992431163e+00,class-2
2.617304324723013664e+00,1.499613600614875253e+00,1.063553877046250484e+01,7.689852136080677525e+00,2.007103210620976075e+00,class-2
3.550859549665219106e+00,1.533323029159771700e+00,6.649199125099578112e+00,7.573084157377268255e+00,3.312392785475656964e+00,class-2
3.686823770519644938e+00,1.726158778597699062e+00,1.017005636063927732e+01,8.156889963072105232e+00,3.013493820173633431e+00,class-2
2.601329967524839581e+00,3.232381350677131948e+00,8.292154631396236653e+00,6.715794139716895650e+00,1.967911299077048426e+00,class-2
2.565364949140171991e+00,1.718101885094319936e+00,9.243196159440199011e+00,9.226550171507980735e+00,1.926960023285356316e+00,class-2
2.606776569082258188e+00,8.019352872849689895e-01,8.022606519924595503e+00,7.750785642278074761e+00,2.401836279019357701e+00,class-2
